,STATION,LINENAME,DATE,ENTRIES
2426,UNION ST,R,2016-01-08,6355
2427,ATLANTIC AV,L,2016-01-02,0
2428,ATLANTIC AV,L,2016-01-03,0
2429,ATLANTIC AV,L,2016-01-04,0
2430,ATLANTIC AV,L,2016-01-05,0
2431,ATLANTIC AV,L,2016-01-06,0
2432,ATLANTIC AV,L,2016-01-07,0
2433,ATLANTIC AV,L,2016-01-08,0
2434,AVENUE J,BQ,2016-01-02,2983
2435,AVENUE J,BQ,2016-01-03,3041
2436,AVENUE J,BQ,2016-01-04,6278
2437,AVENUE J,BQ,2016-01-05,6050
2438,AVENUE J,BQ,2016-01-06,6414
2439,AVENUE J,BQ,2016-01-07,6533
2440,AVENUE J,BQ,2016-01-08,5912
2441,2 AV,F,2016-01-02,14073
2442,2 AV,F,2016-01-03,10308
2443,2 AV,F,2016-01-04,16033
2444,2 AV,F,2016-01-05,16446
2445,2 AV,F,2016-01-06,17005
2446,2 AV,F,2016-01-07,17588
2447,2 AV,F,2016-01-08,16756
2448,5 AVE,7BDFM,2016-01-02,6423
2449,5 AVE,7BDFM,2016-01-03,4497
2450,5 AVE,7BDFM,2016-01-04,13283
2451,5 AVE,7BDFM,2016-01-05,13594
2452,5 AVE,7BDFM,2016-01-06,13529
2453,5 AVE,7BDFM,2016-01-07,12839
2454,5 AVE,7BDFM,2016-01-08,12169
2455,AVENUE U,F,2016-01-02,1219
2456,AVENUE U,F,2016-01-03,1092
2457,AVENUE U,F,2016-01-04,2377
2458,AVENUE U,F,2016-01-05,2385
2459,AVENUE U,F,2016-01-06,2493
2460,AVENUE U,F,2016-01-07,2540
2461,AVENUE U,F,2016-01-08,2390
2462,167 ST,4,2016-01-02,5807
2463,167 ST,4,2016-01-03,4901
2464,167 ST,4,2016-01-04,9506
2465,167 ST,4,2016-01-05,9154
2466,167 ST,4,2016-01-06,9959
2467,167 ST,4,2016-01-07,10138
2468,167 ST,4,2016-01-08,10077
2469,96 ST,123,2016-01-02,24881
2470,96 ST,123,2016-01-03,21869
2471,96 ST,123,2016-01-04,36895
2472,96 ST,123,2016-01-05,37199
2473,96 ST,123,2016-01-06,39355
2474,96 ST,123,2016-01-07,40100
2475,96 ST,123,2016-01-08,35766
2476,HOYT-SCHER,ACG,2016-01-02,5286
2477,HOYT-SCHER,ACG,2016-01-03,3946
2478,HOYT-SCHER,ACG,2016-01-04,9374
2479,HOYT-SCHER,ACG,2016-01-05,9276
2480,HOYT-SCHER,ACG,2016-01-06,9952
2481,HOYT-SCHER,ACG,2016-01-07,10068
2482,HOYT-SCHER,ACG,2016-01-08,10004
2483,34 ST-PENN STA,123ACE,2016-01-02,31476
2484,34 ST-PENN STA,123ACE,2016-01-03,26308
2485,34 ST-PENN STA,123ACE,2016-01-04,52615
2486,34 ST-PENN STA,123ACE,2016-01-05,55845
2487,34 ST-PENN STA,123ACE,2016-01-06,54908
2488,34 ST-PENN STA,123ACE,2016-01-07,55996
2489,34 ST-PENN STA,123ACE,2016-01-08,48928
2490,CLEVELAND ST,J,2016-01-02,2057
2491,CLEVELAND ST,J,2016-01-03,1663
2492,CLEVELAND ST,J,2016-01-04,3468
2493,CLEVELAND ST,J,2016-01-05,2762
2494,CLEVELAND ST,J,2016-01-06,3516
2495,CLEVELAND ST,J,2016-01-07,3479
2496,CLEVELAND ST,J,2016-01-08,3477
2497,PARK PLACE,S,2016-01-02,1024
2498,PARK PLACE,S,2016-01-03,840
2499,PARK PLACE,S,2016-01-04,1926
2500,PARK PLACE,S,2016-01-05,1911
2501,PARK PLACE,S,2016-01-06,2009
2502,PARK PLACE,S,2016-01-07,1884
2503,PARK PLACE,S,2016-01-08,1772
2504,169 ST,F,2016-01-02,4393
2505,169 ST,F,2016-01-03,3006
2506,169 ST,F,2016-01-04,8563
2507,169 ST,F,2016-01-05,8311
2508,169 ST,F,2016-01-06,8786
2509,169 ST,F,2016-01-07,8774
2510,169 ST,F,2016-01-08,8949
2511,111 ST,7,2016-01-02,7287
2512,111 ST,7,2016-01-03,5544
2513,111 ST,7,2016-01-04,10589
2514,111 ST,7,2016-01-05,10649
2515,111 ST,7,2016-01-06,11095
2516,111 ST,7,2016-01-07,10971
2517,111 ST,7,2016-01-08,10933
2518,14 ST,ACEL,2016-01-02,10655
2519,14 ST,ACEL,2016-01-03,8505
2520,14 ST,ACEL,2016-01-04,20430
2521,14 ST,ACEL,2016-01-05,20897
2522,14 ST,ACEL,2016-01-06,20576
2523,14 ST,ACEL,2016-01-07,20659
2524,14 ST,ACEL,2016-01-08,17648
2525,GATES AV,JZ,2016-01-02,4267
2526,GATES AV,JZ,2016-01-03,2508
2527,GATES AV,JZ,2016-01-04,5367
2528,GATES AV,JZ,2016-01-05,4575
2529,GATES AV,JZ,2016-01-06,5682
2530,GATES AV,JZ,2016-01-07,6570
2531,GATES AV,JZ,2016-01-08,6259
2532,NEVINS ST,2345,2016-01-02,4350
2533,NEVINS ST,2345,2016-01-03,3058
2534,NEVINS ST,2345,2016-01-04,9933
2535,NEVINS ST,2345,2016-01-05,9679
2536,NEVINS ST,2345,2016-01-06,10471
2537,NEVINS ST,2345,2016-01-07,10435
2538,NEVINS ST,2345,2016-01-08,10412
2539,VAN SICLEN AV,JZ,2016-01-02,1922
2540,VAN SICLEN AV,JZ,2016-01-03,1583
2541,VAN SICLEN AV,JZ,2016-01-04,2926
2542,VAN SICLEN AV,JZ,2016-01-05,2102
2543,VAN SICLEN AV,JZ,2016-01-06,3035
2544,VAN SICLEN AV,JZ,2016-01-07,3078
2545,VAN SICLEN AV,JZ,2016-01-08,2965
2546,WILSON AV,L,2016-01-02,2957
2547,WILSON AV,L,2016-01-03,2285
2548,WILSON AV,L,2016-01-04,4312
2549,WILSON AV,L,2016-01-05,4182
2550,WILSON AV,L,2016-01-06,4403
2551,WILSON AV,L,2016-01-07,4477
2552,WILSON AV,L,2016-01-08,4568
2553,61 ST WOODSIDE,7,2016-01-02,9862
2554,61 ST WOODSIDE,7,2016-01-03,8442
2555,61 ST WOODSIDE,7,2016-01-04,16109
2556,61 ST WOODSIDE,7,2016-01-05,15960
2557,61 ST WOODSIDE,7,2016-01-06,16759
2558,61 ST WOODSIDE,7,2016-01-07,16933
2559,61 ST WOODSIDE,7,2016-01-08,16015
2560,28 ST,6,2016-01-02,9452
2561,28 ST,6,2016-01-03,7521
2562,28 ST,6,2016-01-04,22563
2563,28 ST,6,2016-01-05,23937
2564,28 ST,6,2016-01-06,24341
2565,28 ST,6,2016-01-07,24233
2566,28 ST,6,2016-01-08,20534
2567,DYCKMAN ST,1,2016-01-02,4806
2568,DYCKMAN ST,1,2016-01-03,4148
2569,DYCKMAN ST,1,2016-01-04,6975
2570,DYCKMAN ST,1,2016-01-05,6800
2571,DYCKMAN ST,1,2016-01-06,7125
2572,DYCKMAN ST,1,2016-01-07,7293
2573,DYCKMAN ST,1,2016-01-08,7264
2574,42 ST-BRYANT PK,BDFM7,2016-01-02,17771
2575,42 ST-BRYANT PK,BDFM7,2016-01-03,12314
2576,42 ST-BRYANT PK,BDFM7,2016-01-04,37954
2577,42 ST-BRYANT PK,BDFM7,2016-01-05,39070
2578,42 ST-BRYANT PK,BDFM7,2016-01-06,40608
2579,42 ST-BRYANT PK,BDFM7,2016-01-07,41639
2580,42 ST-BRYANT PK,BDFM7,2016-01-08,38977
2581,NORTHERN BLVD,MR,2016-01-02,3896
2582,NORTHERN BLVD,MR,2016-01-03,3222
2583,NORTHERN BLVD,MR,2016-01-04,7386
2584,NORTHERN BLVD,MR,2016-01-05,7266
2585,NORTHERN BLVD,MR,2016-01-06,7395
2586,NORTHERN BLVD,MR,2016-01-07,7697
2587,NORTHERN BLVD,MR,2016-01-08,7236
2588,77 ST,R,2016-01-02,2815
2589,77 ST,R,2016-01-03,2113
2590,77 ST,R,2016-01-04,5438
2591,77 ST,R,2016-01-05,5456
2592,77 ST,R,2016-01-06,5622
2593,77 ST,R,2016-01-07,5817
2594,77 ST,R,2016-01-08,5564
2595,COURT SQ,7,2016-01-02,2239
2596,COURT SQ,7,2016-01-03,1806
2597,COURT SQ,7,2016-01-04,4242
2598,COURT SQ,7,2016-01-05,4080
2599,COURT SQ,7,2016-01-06,4532
2600,COURT SQ,7,2016-01-07,4838
2601,COURT SQ,7,2016-01-08,4324
2602,5 AV/53 ST,EM,2016-01-02,10244
2603,5 AV/53 ST,EM,2016-01-03,6307
2604,5 AV/53 ST,EM,2016-01-04,27706
2605,5 AV/53 ST,EM,2016-01-05,29686
2606,5 AV/53 ST,EM,2016-01-06,27447
2607,5 AV/53 ST,EM,2016-01-07,27249
2608,5 AV/53 ST,EM,2016-01-08,25666
2609,CLINTON-WASH AV,G,2016-01-02,2773
2610,CLINTON-WASH AV,G,2016-01-03,2297
2611,CLINTON-WASH AV,G,2016-01-04,4680
2612,CLINTON-WASH AV,G,2016-01-05,4877
2613,CLINTON-WASH AV,G,2016-01-06,5113
2614,CLINTON-WASH AV,G,2016-01-07,5166
2615,CLINTON-WASH AV,G,2016-01-08,4620
2616,HALSEY ST,J,2016-01-02,4421
2617,HALSEY ST,J,2016-01-03,3607
2618,HALSEY ST,J,2016-01-04,6168
2619,HALSEY ST,J,2016-01-05,5956
2620,HALSEY ST,J,2016-01-06,6395
2621,HALSEY ST,J,2016-01-07,6428
2622,HALSEY ST,J,2016-01-08,6138
2623,42 ST-PORT AUTH,ACENGRS1237,2016-01-02,13012
2624,42 ST-PORT AUTH,ACENGRS1237,2016-01-03,9535
2625,42 ST-PORT AUTH,ACENGRS1237,2016-01-04,13123
2626,42 ST-PORT AUTH,ACENGRS1237,2016-01-05,13761
2627,42 ST-PORT AUTH,ACENGRS1237,2016-01-06,14006
2628,42 ST-PORT AUTH,ACENGRS1237,2016-01-07,13850
2629,42 ST-PORT AUTH,ACENGRS1237,2016-01-08,10555
2630,CHRISTOPHER ST,1,2016-01-02,11564
2631,CHRISTOPHER ST,1,2016-01-03,7949
2632,CHRISTOPHER ST,1,2016-01-04,12726
2633,CHRISTOPHER ST,1,2016-01-05,13439
2634,CHRISTOPHER ST,1,2016-01-06,14273
2635,CHRISTOPHER ST,1,2016-01-07,14567
2636,CHRISTOPHER ST,1,2016-01-08,13628
2637,KINGS HWY,BQ,2016-01-02,8356
2638,KINGS HWY,BQ,2016-01-03,7738
2639,KINGS HWY,BQ,2016-01-04,19460
2640,KINGS HWY,BQ,2016-01-05,19103
2641,KINGS HWY,BQ,2016-01-06,20317
2642,KINGS HWY,BQ,2016-01-07,20309
2643,KINGS HWY,BQ,2016-01-08,19502
2644,7 AV,FG,2016-01-02,6080
2645,7 AV,FG,2016-01-03,5055
2646,7 AV,FG,2016-01-04,11610
2647,7 AV,FG,2016-01-05,12304
2648,7 AV,FG,2016-01-06,12493
2649,7 AV,FG,2016-01-07,12643
2650,7 AV,FG,2016-01-08,11383
2651,182-183 STS,BD,2016-01-02,3485
2652,182-183 STS,BD,2016-01-03,2925
2653,182-183 STS,BD,2016-01-04,4996
2654,182-183 STS,BD,2016-01-05,4836
2655,182-183 STS,BD,2016-01-06,5104
2656,182-183 STS,BD,2016-01-07,5212
2657,182-183 STS,BD,2016-01-08,5243
2658,5 AV/59 ST,NQR,2016-01-02,12999
2659,5 AV/59 ST,NQR,2016-01-03,9117
2660,5 AV/59 ST,NQR,2016-01-04,17377
2661,5 AV/59 ST,NQR,2016-01-05,13376
2662,5 AV/59 ST,NQR,2016-01-06,16995
2663,5 AV/59 ST,NQR,2016-01-07,17396
2664,5 AV/59 ST,NQR,2016-01-08,15672
2665,181 ST,A,2016-01-02,6993
2666,181 ST,A,2016-01-03,5841
2667,181 ST,A,2016-01-04,10711
2668,181 ST,A,2016-01-05,11005
2669,181 ST,A,2016-01-06,11337
2670,181 ST,A,2016-01-07,11479
2671,181 ST,A,2016-01-08,10869
2672,NOSTRAND AV,3,2016-01-02,2873
2673,NOSTRAND AV,3,2016-01-03,2346
2674,NOSTRAND AV,3,2016-01-04,4255
2675,NOSTRAND AV,3,2016-01-05,4172
2676,NOSTRAND AV,3,2016-01-06,4413
2677,NOSTRAND AV,3,2016-01-07,4362
2678,NOSTRAND AV,3,2016-01-08,4572
2679,69 ST,7,2016-01-02,3371
2680,69 ST,7,2016-01-03,3081
2681,69 ST,7,2016-01-04,4876
2682,69 ST,7,2016-01-05,4892
2683,69 ST,7,2016-01-06,5021
2684,69 ST,7,2016-01-07,4971
2685,69 ST,7,2016-01-08,4737
2686,8 AV,N,2016-01-02,5406
2687,8 AV,N,2016-01-03,5434
2688,8 AV,N,2016-01-04,11262
2689,8 AV,N,2016-01-05,10749
2690,8 AV,N,2016-01-06,11113
2691,8 AV,N,2016-01-07,11073
2692,8 AV,N,2016-01-08,10141
2693,AVENUE X,F,2016-01-02,1289
2694,AVENUE X,F,2016-01-03,988
2695,AVENUE X,F,2016-01-04,1728
2696,AVENUE X,F,2016-01-05,1765
2697,AVENUE X,F,2016-01-06,1907
2698,AVENUE X,F,2016-01-07,1954
2699,AVENUE X,F,2016-01-08,1913
2700,7 AV,BDE,2016-01-02,8445
2701,7 AV,BDE,2016-01-03,6735
2702,7 AV,BDE,2016-01-04,17007
2703,7 AV,BDE,2016-01-05,18286
2704,7 AV,BDE,2016-01-06,17547
2705,7 AV,BDE,2016-01-07,17784
2706,7 AV,BDE,2016-01-08,15268
2707,CARROLL ST,FG,2016-01-02,5636
2708,CARROLL ST,FG,2016-01-03,4367
2709,CARROLL ST,FG,2016-01-04,11845
2710,CARROLL ST,FG,2016-01-05,12109
2711,CARROLL ST,FG,2016-01-06,12484
2712,CARROLL ST,FG,2016-01-07,12794
2713,CARROLL ST,FG,2016-01-08,12397
2714,ATL AV-BARCLAY,BDNQR2345,2016-01-02,16128
2715,ATL AV-BARCLAY,BDNQR2345,2016-01-03,14442
2716,ATL AV-BARCLAY,BDNQR2345,2016-01-04,25402
2717,ATL AV-BARCLAY,BDNQR2345,2016-01-05,18947
2718,ATL AV-BARCLAY,BDNQR2345,2016-01-06,24481
2719,ATL AV-BARCLAY,BDNQR2345,2016-01-07,24555
2720,ATL AV-BARCLAY,BDNQR2345,2016-01-08,24262
2721,JKSN HT-ROOSVLT,EFMR7,2016-01-02,35740
2722,JKSN HT-ROOSVLT,EFMR7,2016-01-03,30617
2723,JKSN HT-ROOSVLT,EFMR7,2016-01-04,49721
2724,JKSN HT-ROOSVLT,EFMR7,2016-01-05,45363
2725,JKSN HT-ROOSVLT,EFMR7,2016-01-06,48916
2726,JKSN HT-ROOSVLT,EFMR7,2016-01-07,48456
2727,JKSN HT-ROOSVLT,EFMR7,2016-01-08,48416
2728,21 ST-QNSBRIDGE,F,2016-01-02,4647
2729,21 ST-QNSBRIDGE,F,2016-01-03,4014
2730,21 ST-QNSBRIDGE,F,2016-01-04,9078
2731,21 ST-QNSBRIDGE,F,2016-01-05,8941
2732,21 ST-QNSBRIDGE,F,2016-01-06,9687
2733,21 ST-QNSBRIDGE,F,2016-01-07,9672
2734,21 ST-QNSBRIDGE,F,2016-01-08,9463
2735,GRAND ST,BD,2016-01-02,18017
2736,GRAND ST,BD,2016-01-03,15894
2737,GRAND ST,BD,2016-01-04,23666
2738,GRAND ST,BD,2016-01-05,22543
2739,GRAND ST,BD,2016-01-06,24119
2740,GRAND ST,BD,2016-01-07,24439
2741,GRAND ST,BD,2016-01-08,24816
2742,CHAUNCEY ST,JZ,2016-01-02,2194
2743,CHAUNCEY ST,JZ,2016-01-03,1842
2744,CHAUNCEY ST,JZ,2016-01-04,3126
2745,CHAUNCEY ST,JZ,2016-01-05,3072
2746,CHAUNCEY ST,JZ,2016-01-06,3350
2747,CHAUNCEY ST,JZ,2016-01-07,3279
2748,CHAUNCEY ST,JZ,2016-01-08,3114
2749,PATH WTC 2,1,2016-01-02,522
2750,PATH WTC 2,1,2016-01-03,507
2751,PATH WTC 2,1,2016-01-04,611
2752,PATH WTC 2,1,2016-01-05,578
2753,PATH WTC 2,1,2016-01-06,649
2754,PATH WTC 2,1,2016-01-07,575
2755,PATH WTC 2,1,2016-01-08,541
2756,18 AV,F,2016-01-02,2059
2757,18 AV,F,2016-01-03,2109
2758,18 AV,F,2016-01-04,4251
2759,18 AV,F,2016-01-05,4212
2760,18 AV,F,2016-01-06,4399
2761,18 AV,F,2016-01-07,4361
2762,18 AV,F,2016-01-08,4245
2763,BEDFORD PK BLVD,BD,2016-01-02,3788
2764,BEDFORD PK BLVD,BD,2016-01-03,3129
2765,BEDFORD PK BLVD,BD,2016-01-04,7072
2766,BEDFORD PK BLVD,BD,2016-01-05,7203
2767,BEDFORD PK BLVD,BD,2016-01-06,7413
2768,BEDFORD PK BLVD,BD,2016-01-07,7431
2769,BEDFORD PK BLVD,BD,2016-01-08,7220
2770,JUNIUS ST,3,2016-01-02,1978
2771,JUNIUS ST,3,2016-01-03,1485
2772,JUNIUS ST,3,2016-01-04,3317
2773,JUNIUS ST,3,2016-01-05,3137
2774,JUNIUS ST,3,2016-01-06,3456
2775,JUNIUS ST,3,2016-01-07,3610
2776,JUNIUS ST,3,2016-01-08,3516
2777,68ST-HUNTER CO,6,2016-01-02,4341
2778,68ST-HUNTER CO,6,2016-01-03,3209
2779,68ST-HUNTER CO,6,2016-01-04,30463
2780,68ST-HUNTER CO,6,2016-01-05,31904
2781,68ST-HUNTER CO,6,2016-01-06,31935
2782,68ST-HUNTER CO,6,2016-01-07,32014
2783,68ST-HUNTER CO,6,2016-01-08,27984
2784,14 ST,123FLM,2016-01-02,14400
2785,14 ST,123FLM,2016-01-03,11501
2786,14 ST,123FLM,2016-01-04,18446
2787,14 ST,123FLM,2016-01-05,19558
2788,14 ST,123FLM,2016-01-06,21542
2789,14 ST,123FLM,2016-01-07,22089
2790,14 ST,123FLM,2016-01-08,23614
2791,79 ST,1,2016-01-02,12324
2792,79 ST,1,2016-01-03,10096
2793,79 ST,1,2016-01-04,15705
2794,79 ST,1,2016-01-05,16218
2795,79 ST,1,2016-01-06,16344
2796,79 ST,1,2016-01-07,16851
2797,79 ST,1,2016-01-08,14518
2798,TIMES SQ-42 ST,ACENQRS1237,2016-01-02,3522
2799,TIMES SQ-42 ST,ACENQRS1237,2016-01-03,2626
2800,TIMES SQ-42 ST,ACENQRS1237,2016-01-04,12390
2801,TIMES SQ-42 ST,ACENQRS1237,2016-01-05,12054
2802,TIMES SQ-42 ST,ACENQRS1237,2016-01-06,12990
2803,TIMES SQ-42 ST,ACENQRS1237,2016-01-07,13106
2804,TIMES SQ-42 ST,ACENQRS1237,2016-01-08,12123
2805,6 AV,FLM123,2016-01-02,4158
2806,6 AV,FLM123,2016-01-03,3220
2807,6 AV,FLM123,2016-01-04,5636
2808,6 AV,FLM123,2016-01-05,1212629121
2809,6 AV,FLM123,2016-01-06,3193
2810,6 AV,FLM123,2016-01-07,3051
2811,6 AV,FLM123,2016-01-08,5734
2812,PROSPECT AV,R,2016-01-02,2792
2813,PROSPECT AV,R,2016-01-03,2060
2814,PROSPECT AV,R,2016-01-04,5919
2815,PROSPECT AV,R,2016-01-05,5964
2816,PROSPECT AV,R,2016-01-06,6193
2817,PROSPECT AV,R,2016-01-07,6120
2818,PROSPECT AV,R,2016-01-08,6030
2819,BRONX PARK EAST,25,2016-01-02,1482
2820,BRONX PARK EAST,25,2016-01-03,1250
2821,BRONX PARK EAST,25,2016-01-04,2825
2822,BRONX PARK EAST,25,2016-01-05,2749
2823,BRONX PARK EAST,25,2016-01-06,2946
2824,BRONX PARK EAST,25,2016-01-07,2997
2825,BRONX PARK EAST,25,2016-01-08,2808
2826,3 AV,L,2016-01-02,5905
2827,3 AV,L,2016-01-03,4768
2828,3 AV,L,2016-01-04,6691
2829,3 AV,L,2016-01-05,6762
2830,3 AV,L,2016-01-06,7043
2831,3 AV,L,2016-01-07,7155
2832,3 AV,L,2016-01-08,6885
2833,9 AV,D,2016-01-02,3680
2834,9 AV,D,2016-01-03,3068
2835,9 AV,D,2016-01-04,5733
2836,9 AV,D,2016-01-05,5462
2837,9 AV,D,2016-01-06,5669
2838,9 AV,D,2016-01-07,5730
2839,9 AV,D,2016-01-08,5468
2840,WEST FARMS SQ,25,2016-01-02,4482
2841,WEST FARMS SQ,25,2016-01-03,3775
2842,WEST FARMS SQ,25,2016-01-04,7674
2843,WEST FARMS SQ,25,2016-01-05,7434
2844,WEST FARMS SQ,25,2016-01-06,8327
2845,WEST FARMS SQ,25,2016-01-07,8137
2846,WEST FARMS SQ,25,2016-01-08,7556
2847,BERGEN ST,23,2016-01-02,2427
2848,BERGEN ST,23,2016-01-03,2012
2849,BERGEN ST,23,2016-01-04,3861
2850,BERGEN ST,23,2016-01-05,3849
2851,BERGEN ST,23,2016-01-06,4098
2852,BERGEN ST,23,2016-01-07,4148
2853,BERGEN ST,23,2016-01-08,3971
2854,18 AV,D,2016-01-02,3566
2855,18 AV,D,2016-01-03,3774
2856,18 AV,D,2016-01-04,5344
2857,18 AV,D,2016-01-05,6076
2858,18 AV,D,2016-01-06,6325
2859,18 AV,D,2016-01-07,6457
2860,18 AV,D,2016-01-08,6424
2861,OZONE PK LEFFRT,A,2016-01-02,0
2862,OZONE PK LEFFRT,A,2016-01-03,1
2863,OZONE PK LEFFRT,A,2016-01-04,8021
2864,OZONE PK LEFFRT,A,2016-01-05,7990
2865,OZONE PK LEFFRT,A,2016-01-06,8584
2866,OZONE PK LEFFRT,A,2016-01-07,8653
2867,OZONE PK LEFFRT,A,2016-01-08,8517
2868,FORDHAM RD,4,2016-01-02,7367
2869,FORDHAM RD,4,2016-01-03,5921
2870,FORDHAM RD,4,2016-01-04,10927
2871,FORDHAM RD,4,2016-01-05,10407
2872,FORDHAM RD,4,2016-01-06,11266
2873,FORDHAM RD,4,2016-01-07,11516
2874,FORDHAM RD,4,2016-01-08,11687
2875,BOTANIC GARDEN,S2345,2016-01-02,873
2876,BOTANIC GARDEN,S2345,2016-01-03,545
2877,BOTANIC GARDEN,S2345,2016-01-04,1654
2878,BOTANIC GARDEN,S2345,2016-01-05,1650
2879,BOTANIC GARDEN,S2345,2016-01-06,1800
2880,BOTANIC GARDEN,S2345,2016-01-07,1784
2881,BOTANIC GARDEN,S2345,2016-01-08,1666
2882,PRESIDENT ST,25,2016-01-02,1745
2883,PRESIDENT ST,25,2016-01-03,1407
2884,PRESIDENT ST,25,2016-01-04,4053
2885,PRESIDENT ST,25,2016-01-05,4048
2886,PRESIDENT ST,25,2016-01-06,4324
2887,PRESIDENT ST,25,2016-01-07,4342
2888,PRESIDENT ST,25,2016-01-08,4147
2889,168 ST,1AC,2016-01-02,5768
2890,168 ST,1AC,2016-01-03,4850
2891,168 ST,1AC,2016-01-04,13588
2892,168 ST,1AC,2016-01-05,14795
2893,168 ST,1AC,2016-01-06,14718
2894,168 ST,1AC,2016-01-07,15234
2895,168 ST,1AC,2016-01-08,14264
2896,GRAND-NEWTOWN,MR,2016-01-02,10362
2897,GRAND-NEWTOWN,MR,2016-01-03,8568
2898,GRAND-NEWTOWN,MR,2016-01-04,16399
2899,GRAND-NEWTOWN,MR,2016-01-05,16296
2900,GRAND-NEWTOWN,MR,2016-01-06,16640
2901,GRAND-NEWTOWN,MR,2016-01-07,16598
2902,GRAND-NEWTOWN,MR,2016-01-08,19558
2903,AVENUE H,BQ,2016-01-02,1475
2904,AVENUE H,BQ,2016-01-03,1270
2905,AVENUE H,BQ,2016-01-04,2683
2906,AVENUE H,BQ,2016-01-05,2691
2907,AVENUE H,BQ,2016-01-06,2816
2908,AVENUE H,BQ,2016-01-07,2908
2909,AVENUE H,BQ,2016-01-08,2828
2910,AQUEDUCT RACETR,A,2016-01-02,1820
2911,AQUEDUCT RACETR,A,2016-01-03,1335
2912,AQUEDUCT RACETR,A,2016-01-04,1329
2913,AQUEDUCT RACETR,A,2016-01-05,1288
2914,AQUEDUCT RACETR,A,2016-01-06,1711
2915,AQUEDUCT RACETR,A,2016-01-07,1941
2916,AQUEDUCT RACETR,A,2016-01-08,1783
2917,JAMAICA VAN WK,E,2016-01-02,2676
2918,JAMAICA VAN WK,E,2016-01-03,2137
2919,JAMAICA VAN WK,E,2016-01-04,5094
2920,JAMAICA VAN WK,E,2016-01-05,5398
2921,JAMAICA VAN WK,E,2016-01-06,5105
2922,JAMAICA VAN WK,E,2016-01-07,5128
2923,JAMAICA VAN WK,E,2016-01-08,4736
2924,W 4 ST-WASH SQ,ABCDEFM,2016-01-02,27515
2925,W 4 ST-WASH SQ,ABCDEFM,2016-01-03,22937
2926,W 4 ST-WASH SQ,ABCDEFM,2016-01-04,35322
2927,W 4 ST-WASH SQ,ABCDEFM,2016-01-05,36665
2928,W 4 ST-WASH SQ,ABCDEFM,2016-01-06,38852
2929,W 4 ST-WASH SQ,ABCDEFM,2016-01-07,39883
2930,W 4 ST-WASH SQ,ABCDEFM,2016-01-08,31786
2931,ASTOR PL,6,2016-01-02,9970
2932,ASTOR PL,6,2016-01-03,7873
2933,ASTOR PL,6,2016-01-04,15342
2934,ASTOR PL,6,2016-01-05,15693
2935,ASTOR PL,6,2016-01-06,16419
2936,ASTOR PL,6,2016-01-07,16559
2937,ASTOR PL,6,2016-01-08,13597
2938,CANAL ST,JNQRZ6,2016-01-02,37688
2939,CANAL ST,JNQRZ6,2016-01-03,30013
2940,CANAL ST,JNQRZ6,2016-01-04,41442
2941,CANAL ST,JNQRZ6,2016-01-05,39410
2942,CANAL ST,JNQRZ6,2016-01-06,41519
2943,CANAL ST,JNQRZ6,2016-01-07,42473
2944,CANAL ST,JNQRZ6,2016-01-08,37584
2945,FLATBUSH AV-B.C,25,2016-01-02,8801
2946,FLATBUSH AV-B.C,25,2016-01-03,6846
2947,FLATBUSH AV-B.C,25,2016-01-04,18771
2948,FLATBUSH AV-B.C,25,2016-01-05,18445
2949,FLATBUSH AV-B.C,25,2016-01-06,19434
2950,FLATBUSH AV-B.C,25,2016-01-07,19313
2951,FLATBUSH AV-B.C,25,2016-01-08,19892
2952,AVENUE P,F,2016-01-02,1606
2953,AVENUE P,F,2016-01-03,1396
2954,AVENUE P,F,2016-01-04,2801
2955,AVENUE P,F,2016-01-05,2792
2956,AVENUE P,F,2016-01-06,2956
2957,AVENUE P,F,2016-01-07,2874
2958,AVENUE P,F,2016-01-08,2797
2959,DEKALB AV,L,2016-01-02,8181
2960,DEKALB AV,L,2016-01-03,6483
2961,DEKALB AV,L,2016-01-04,11643
2962,DEKALB AV,L,2016-01-05,11492
2963,DEKALB AV,L,2016-01-06,12352
2964,DEKALB AV,L,2016-01-07,12295
2965,DEKALB AV,L,2016-01-08,12657
2966,DYCKMAN ST,A,2016-01-02,4368
2967,DYCKMAN ST,A,2016-01-03,3453
2968,DYCKMAN ST,A,2016-01-04,6388
2969,DYCKMAN ST,A,2016-01-05,6428
2970,DYCKMAN ST,A,2016-01-06,6813
2971,DYCKMAN ST,A,2016-01-07,6949
2972,DYCKMAN ST,A,2016-01-08,6580
2973,25 AV,D,2016-01-02,197
2974,25 AV,D,2016-01-03,153
2975,25 AV,D,2016-01-04,5277
2976,25 AV,D,2016-01-05,5156
2977,25 AV,D,2016-01-06,5354
2978,25 AV,D,2016-01-07,5350
2979,25 AV,D,2016-01-08,5129
2980,MARCY AV,JMZ,2016-01-02,6519
2981,MARCY AV,JMZ,2016-01-03,6190
2982,MARCY AV,JMZ,2016-01-04,12342
2983,MARCY AV,JMZ,2016-01-05,12173
2984,MARCY AV,JMZ,2016-01-06,13000
2985,MARCY AV,JMZ,2016-01-07,13282
2986,MARCY AV,JMZ,2016-01-08,12290
2987,CRESCENT ST,JZ,2016-01-02,3168
2988,CRESCENT ST,JZ,2016-01-03,2612
2989,CRESCENT ST,JZ,2016-01-04,4961
2990,CRESCENT ST,JZ,2016-01-05,3578
