,STATION,LINENAME,DATE,ENTRIES
0,OCEAN PKWY,Q,2016-01-02,1661
1,OCEAN PKWY,Q,2016-01-03,1488
2,OCEAN PKWY,Q,2016-01-04,3124
3,OCEAN PKWY,Q,2016-01-05,3131
4,OCEAN PKWY,Q,2016-01-06,3336
5,OCEAN PKWY,Q,2016-01-07,3346
6,OCEAN PKWY,Q,2016-01-08,3172
7,BAY RIDGE AV,R,2016-01-02,7611
8,BAY RIDGE AV,R,2016-01-03,6099
9,BAY RIDGE AV,R,2016-01-04,14369
10,BAY RIDGE AV,R,2016-01-05,14245
11,BAY RIDGE AV,R,2016-01-06,14813
12,BAY RIDGE AV,R,2016-01-07,14826
13,BAY RIDGE AV,R,2016-01-08,14533
14,COURT SQ-23 ST,EMG,2016-01-02,3042
15,COURT SQ-23 ST,EMG,2016-01-03,2426
16,COURT SQ-23 ST,EMG,2016-01-04,10381
17,COURT SQ-23 ST,EMG,2016-01-05,8237
18,COURT SQ-23 ST,EMG,2016-01-06,8348
19,COURT SQ-23 ST,EMG,2016-01-07,8550
20,COURT SQ-23 ST,EMG,2016-01-08,8044
21,53 ST,R,2016-01-02,4373
22,53 ST,R,2016-01-03,3711
23,53 ST,R,2016-01-04,7342
24,53 ST,R,2016-01-05,7135
25,53 ST,R,2016-01-06,7367
26,53 ST,R,2016-01-07,7178
27,53 ST,R,2016-01-08,7339
28,116 ST,BC,2016-01-02,3970
29,116 ST,BC,2016-01-03,3684
30,116 ST,BC,2016-01-04,7000
31,116 ST,BC,2016-01-05,7146
32,116 ST,BC,2016-01-06,7362
33,116 ST,BC,2016-01-07,7242
34,116 ST,BC,2016-01-08,6951
35,CATHEDRAL PKWY,1,2016-01-02,8217
36,CATHEDRAL PKWY,1,2016-01-03,7047
37,CATHEDRAL PKWY,1,2016-01-04,12117
38,CATHEDRAL PKWY,1,2016-01-05,12416
39,CATHEDRAL PKWY,1,2016-01-06,13090
40,CATHEDRAL PKWY,1,2016-01-07,13025
41,CATHEDRAL PKWY,1,2016-01-08,11695
42,BAY PKWY,D,2016-01-02,6878
43,BAY PKWY,D,2016-01-03,6148
44,BAY PKWY,D,2016-01-04,7561
45,BAY PKWY,D,2016-01-05,7212
46,BAY PKWY,D,2016-01-06,7642
47,BAY PKWY,D,2016-01-07,7662
48,BAY PKWY,D,2016-01-08,7262
49,7 AV,BQ,2016-01-02,4995
50,7 AV,BQ,2016-01-03,4090
51,7 AV,BQ,2016-01-04,9240
52,7 AV,BQ,2016-01-05,9605
53,7 AV,BQ,2016-01-06,9874
54,7 AV,BQ,2016-01-07,10136
55,7 AV,BQ,2016-01-08,9041
56,CHAMBERS ST,ACE23,2016-01-02,14964
57,CHAMBERS ST,ACE23,2016-01-03,9733
58,CHAMBERS ST,ACE23,2016-01-04,36603
59,CHAMBERS ST,ACE23,2016-01-05,37078
60,CHAMBERS ST,ACE23,2016-01-06,38376
61,CHAMBERS ST,ACE23,2016-01-07,38392
62,CHAMBERS ST,ACE23,2016-01-08,35351
63,GREENPOINT AV,G,2016-01-02,5173
64,GREENPOINT AV,G,2016-01-03,4001
65,GREENPOINT AV,G,2016-01-04,9115
66,GREENPOINT AV,G,2016-01-05,9282
67,GREENPOINT AV,G,2016-01-06,9515
68,GREENPOINT AV,G,2016-01-07,9496
69,GREENPOINT AV,G,2016-01-08,9495
70,VERNON-JACKSON,7,2016-01-02,8075
71,VERNON-JACKSON,7,2016-01-03,6216
72,VERNON-JACKSON,7,2016-01-04,10441
73,VERNON-JACKSON,7,2016-01-05,14928
74,VERNON-JACKSON,7,2016-01-06,15668
75,VERNON-JACKSON,7,2016-01-07,16034
76,VERNON-JACKSON,7,2016-01-08,15598
77,BUHRE AV,6,2016-01-02,1452
78,BUHRE AV,6,2016-01-03,1096
79,BUHRE AV,6,2016-01-04,3386
80,BUHRE AV,6,2016-01-05,3333
81,BUHRE AV,6,2016-01-06,3533
82,BUHRE AV,6,2016-01-07,3629
83,BUHRE AV,6,2016-01-08,3635
84,55 ST,D,2016-01-02,697
85,55 ST,D,2016-01-03,1037
86,55 ST,D,2016-01-04,2141
87,55 ST,D,2016-01-05,2075
88,55 ST,D,2016-01-06,2077
89,55 ST,D,2016-01-07,2168
90,55 ST,D,2016-01-08,1939
91,SPRING ST,6,2016-01-02,9478
92,SPRING ST,6,2016-01-03,6403
93,SPRING ST,6,2016-01-04,10203
94,SPRING ST,6,2016-01-05,10181
95,SPRING ST,6,2016-01-06,10617
96,SPRING ST,6,2016-01-07,10690
97,SPRING ST,6,2016-01-08,10690
98,111 ST,J,2016-01-02,1360
99,111 ST,J,2016-01-03,1241
100,111 ST,J,2016-01-04,2728
101,111 ST,J,2016-01-05,2011
102,111 ST,J,2016-01-06,2703
103,111 ST,J,2016-01-07,2688
104,111 ST,J,2016-01-08,2752
105,42 ST-PORT AUTH,ACENQRS1237,2016-01-02,54049
106,42 ST-PORT AUTH,ACENQRS1237,2016-01-03,43212
107,42 ST-PORT AUTH,ACENQRS1237,2016-01-04,77550
108,42 ST-PORT AUTH,ACENQRS1237,2016-01-05,78543
109,42 ST-PORT AUTH,ACENQRS1237,2016-01-06,76498
110,42 ST-PORT AUTH,ACENQRS1237,2016-01-07,76699
111,42 ST-PORT AUTH,ACENQRS1237,2016-01-08,82390
112,AVENUE U,BQ,2016-01-02,3677
113,AVENUE U,BQ,2016-01-03,3123
114,AVENUE U,BQ,2016-01-04,6889
115,AVENUE U,BQ,2016-01-05,6761
116,AVENUE U,BQ,2016-01-06,7069
117,AVENUE U,BQ,2016-01-07,6923
118,AVENUE U,BQ,2016-01-08,6681
119,161/YANKEE STAD,4BD,2016-01-02,4808
120,161/YANKEE STAD,4BD,2016-01-03,3899
121,161/YANKEE STAD,4BD,2016-01-04,8334
122,161/YANKEE STAD,4BD,2016-01-05,8459
123,161/YANKEE STAD,4BD,2016-01-06,9014
124,161/YANKEE STAD,4BD,2016-01-07,9099
125,161/YANKEE STAD,4BD,2016-01-08,8991
126,BEVERLY RD,25,2016-01-02,2487
127,BEVERLY RD,25,2016-01-03,1955
128,BEVERLY RD,25,2016-01-04,4396
129,BEVERLY RD,25,2016-01-05,4336
130,BEVERLY RD,25,2016-01-06,4582
131,BEVERLY RD,25,2016-01-07,4537
132,BEVERLY RD,25,2016-01-08,4546
133,86 ST,R,2016-01-02,6891
134,86 ST,R,2016-01-03,5422
135,86 ST,R,2016-01-04,12001
136,86 ST,R,2016-01-05,11585
137,86 ST,R,2016-01-06,12128
138,86 ST,R,2016-01-07,12143
139,86 ST,R,2016-01-08,12385
140,36 AV,NQ,2016-01-02,4535
141,36 AV,NQ,2016-01-03,3430
142,36 AV,NQ,2016-01-04,6963
143,36 AV,NQ,2016-01-05,6573
144,36 AV,NQ,2016-01-06,6966
145,36 AV,NQ,2016-01-07,6979
146,36 AV,NQ,2016-01-08,7062
147,34 ST-HERALD SQ,BDFMNQR,2016-01-02,74992
148,34 ST-HERALD SQ,BDFMNQR,2016-01-03,53957
149,34 ST-HERALD SQ,BDFMNQR,2016-01-04,116171
150,34 ST-HERALD SQ,BDFMNQR,2016-01-05,115743
151,34 ST-HERALD SQ,BDFMNQR,2016-01-06,119404
152,34 ST-HERALD SQ,BDFMNQR,2016-01-07,118942
153,34 ST-HERALD SQ,BDFMNQR,2016-01-08,119808
154,BEACH 67 ST,A,2016-01-02,1251
155,BEACH 67 ST,A,2016-01-03,1006
156,BEACH 67 ST,A,2016-01-04,2386
157,BEACH 67 ST,A,2016-01-05,2198
158,BEACH 67 ST,A,2016-01-06,2376
159,BEACH 67 ST,A,2016-01-07,2355
160,BEACH 67 ST,A,2016-01-08,2408
161,MORISN AV/SNDVW,6,2016-01-02,3822
162,MORISN AV/SNDVW,6,2016-01-03,3149
163,MORISN AV/SNDVW,6,2016-01-04,6267
164,MORISN AV/SNDVW,6,2016-01-05,6161
165,MORISN AV/SNDVW,6,2016-01-06,6674
166,MORISN AV/SNDVW,6,2016-01-07,6868
167,MORISN AV/SNDVW,6,2016-01-08,6820
168,125 ST,1,2016-01-02,4745
169,125 ST,1,2016-01-03,4200
170,125 ST,1,2016-01-04,6906
171,125 ST,1,2016-01-05,7022
172,125 ST,1,2016-01-06,7395
173,125 ST,1,2016-01-07,7598
174,125 ST,1,2016-01-08,7476
175,15 ST-PROSPECT,FG,2016-01-02,3404
176,15 ST-PROSPECT,FG,2016-01-03,2747
177,15 ST-PROSPECT,FG,2016-01-04,6326
178,15 ST-PROSPECT,FG,2016-01-05,6391
179,15 ST-PROSPECT,FG,2016-01-06,6687
180,15 ST-PROSPECT,FG,2016-01-07,6749
181,15 ST-PROSPECT,FG,2016-01-08,6647
182,RECTOR ST,1,2016-01-02,5014
183,RECTOR ST,1,2016-01-03,3406
184,RECTOR ST,1,2016-01-04,9568
185,RECTOR ST,1,2016-01-05,10100
186,RECTOR ST,1,2016-01-06,10448
187,RECTOR ST,1,2016-01-07,10332
188,RECTOR ST,1,2016-01-08,9964
189,JAMAICA 179 ST,F,2016-01-02,9622
190,JAMAICA 179 ST,F,2016-01-03,7428
191,JAMAICA 179 ST,F,2016-01-04,22994
192,JAMAICA 179 ST,F,2016-01-05,22753
193,JAMAICA 179 ST,F,2016-01-06,23743
194,JAMAICA 179 ST,F,2016-01-07,23709
195,JAMAICA 179 ST,F,2016-01-08,23220
196,LONGWOOD AV,6,2016-01-02,1766
197,LONGWOOD AV,6,2016-01-03,1543
198,LONGWOOD AV,6,2016-01-04,3446
199,LONGWOOD AV,6,2016-01-05,3447
200,LONGWOOD AV,6,2016-01-06,3551
201,LONGWOOD AV,6,2016-01-07,3629
202,LONGWOOD AV,6,2016-01-08,3425
203,MT EDEN AV,4,2016-01-02,3293
204,MT EDEN AV,4,2016-01-03,2660
205,MT EDEN AV,4,2016-01-04,5468
206,MT EDEN AV,4,2016-01-05,5474
207,MT EDEN AV,4,2016-01-06,5777
208,MT EDEN AV,4,2016-01-07,5842
209,MT EDEN AV,4,2016-01-08,5644
210,207 ST,1,2016-01-02,4265
211,207 ST,1,2016-01-03,3495
212,207 ST,1,2016-01-04,6124
213,207 ST,1,2016-01-05,5960
214,207 ST,1,2016-01-06,6603
215,207 ST,1,2016-01-07,6647
216,207 ST,1,2016-01-08,6675
217,WOODLAWN,4,2016-01-02,4285
218,WOODLAWN,4,2016-01-03,3257
219,WOODLAWN,4,2016-01-04,7094
220,WOODLAWN,4,2016-01-05,6947
221,WOODLAWN,4,2016-01-06,7489
222,WOODLAWN,4,2016-01-07,7721
223,WOODLAWN,4,2016-01-08,7441
224,KOSCIUSZKO ST,J,2016-01-02,3389
225,KOSCIUSZKO ST,J,2016-01-03,2762
226,KOSCIUSZKO ST,J,2016-01-04,4760
227,KOSCIUSZKO ST,J,2016-01-05,4632
228,KOSCIUSZKO ST,J,2016-01-06,4986
229,KOSCIUSZKO ST,J,2016-01-07,5109
230,KOSCIUSZKO ST,J,2016-01-08,4752
231,LACKAWANNA,1,2016-01-02,1827
232,LACKAWANNA,1,2016-01-03,1158
233,LACKAWANNA,1,2016-01-04,8823
234,LACKAWANNA,1,2016-01-05,8874
235,LACKAWANNA,1,2016-01-06,9267
236,LACKAWANNA,1,2016-01-07,9104
237,LACKAWANNA,1,2016-01-08,8111
238,BEACH 36 ST,A,2016-01-02,528
239,BEACH 36 ST,A,2016-01-03,398
240,BEACH 36 ST,A,2016-01-04,972
241,BEACH 36 ST,A,2016-01-05,980
242,BEACH 36 ST,A,2016-01-06,1011
243,BEACH 36 ST,A,2016-01-07,978
244,BEACH 36 ST,A,2016-01-08,1013
245,PENNSYLVANIA AV,3,2016-01-02,3922
246,PENNSYLVANIA AV,3,2016-01-03,3194
247,PENNSYLVANIA AV,3,2016-01-04,7519
248,PENNSYLVANIA AV,3,2016-01-05,7300
249,PENNSYLVANIA AV,3,2016-01-06,7766
250,PENNSYLVANIA AV,3,2016-01-07,7927
251,PENNSYLVANIA AV,3,2016-01-08,7822
252,116 ST-COLUMBIA,1,2016-01-02,4568
253,116 ST-COLUMBIA,1,2016-01-03,4212
254,116 ST-COLUMBIA,1,2016-01-04,10080
255,116 ST-COLUMBIA,1,2016-01-05,10634
256,116 ST-COLUMBIA,1,2016-01-06,11209
257,116 ST-COLUMBIA,1,2016-01-07,11277
258,116 ST-COLUMBIA,1,2016-01-08,9753
259,NOSTRAND AV,AC,2016-01-02,11590
260,NOSTRAND AV,AC,2016-01-03,9161
261,NOSTRAND AV,AC,2016-01-04,16856
262,NOSTRAND AV,AC,2016-01-05,16841
263,NOSTRAND AV,AC,2016-01-06,17938
264,NOSTRAND AV,AC,2016-01-07,18184
265,NOSTRAND AV,AC,2016-01-08,18490
266,225 ST,25,2016-01-02,2562
267,225 ST,25,2016-01-03,2126
268,225 ST,25,2016-01-04,4551
269,225 ST,25,2016-01-05,4398
270,225 ST,25,2016-01-06,4696
271,225 ST,25,2016-01-07,4756
272,225 ST,25,2016-01-08,4516
273,CONEY IS-STILLW,DFNQ,2016-01-02,7827
274,CONEY IS-STILLW,DFNQ,2016-01-03,6572
275,CONEY IS-STILLW,DFNQ,2016-01-04,11765
276,CONEY IS-STILLW,DFNQ,2016-01-05,11008
277,CONEY IS-STILLW,DFNQ,2016-01-06,11928
278,CONEY IS-STILLW,DFNQ,2016-01-07,12111
279,CONEY IS-STILLW,DFNQ,2016-01-08,11455
280,174-175 STS,BD,2016-01-02,3419
281,174-175 STS,BD,2016-01-03,2728
282,174-175 STS,BD,2016-01-04,5408
283,174-175 STS,BD,2016-01-05,5195
284,174-175 STS,BD,2016-01-06,5400
285,174-175 STS,BD,2016-01-07,5593
286,174-175 STS,BD,2016-01-08,5445
287,116 ST,6,2016-01-02,7467
288,116 ST,6,2016-01-03,6078
289,116 ST,6,2016-01-04,16098
290,116 ST,6,2016-01-05,15774
291,116 ST,6,2016-01-06,17560
292,116 ST,6,2016-01-07,16861
293,116 ST,6,2016-01-08,14836
294,KINGSBRIDGE RD,BD,2016-01-02,4576
295,KINGSBRIDGE RD,BD,2016-01-03,3950
296,KINGSBRIDGE RD,BD,2016-01-04,7567
297,KINGSBRIDGE RD,BD,2016-01-05,7625
298,KINGSBRIDGE RD,BD,2016-01-06,8018
299,KINGSBRIDGE RD,BD,2016-01-07,8034
300,KINGSBRIDGE RD,BD,2016-01-08,7589
301,30 AV,NQ,2016-01-02,9553
302,30 AV,NQ,2016-01-03,7120
303,30 AV,NQ,2016-01-04,14088
304,30 AV,NQ,2016-01-05,13579
305,30 AV,NQ,2016-01-06,14248
306,30 AV,NQ,2016-01-07,14439
307,30 AV,NQ,2016-01-08,14582
308,FORDHAM RD,BD,2016-01-02,7371
309,FORDHAM RD,BD,2016-01-03,5524
310,FORDHAM RD,BD,2016-01-04,11435
311,FORDHAM RD,BD,2016-01-05,11049
312,FORDHAM RD,BD,2016-01-06,11670
313,FORDHAM RD,BD,2016-01-07,11634
314,FORDHAM RD,BD,2016-01-08,11752
315,NORWOOD AV,JZ,2016-01-02,2055
316,NORWOOD AV,JZ,2016-01-03,1749
317,NORWOOD AV,JZ,2016-01-04,3481
318,NORWOOD AV,JZ,2016-01-05,3084
319,NORWOOD AV,JZ,2016-01-06,3627
320,NORWOOD AV,JZ,2016-01-07,3623
321,NORWOOD AV,JZ,2016-01-08,3520
322,8 ST-NYU,NR,2016-01-02,11988
323,8 ST-NYU,NR,2016-01-03,8938
324,8 ST-NYU,NR,2016-01-04,15200
325,8 ST-NYU,NR,2016-01-05,15063
326,8 ST-NYU,NR,2016-01-06,16004
327,8 ST-NYU,NR,2016-01-07,16577
328,8 ST-NYU,NR,2016-01-08,15399
329,KEW GARDENS,EF,2016-01-02,12152
330,KEW GARDENS,EF,2016-01-03,9879
331,KEW GARDENS,EF,2016-01-04,26629
332,KEW GARDENS,EF,2016-01-05,26908
333,KEW GARDENS,EF,2016-01-06,27810
334,KEW GARDENS,EF,2016-01-07,27972
335,KEW GARDENS,EF,2016-01-08,26100
336,FLUSHING AV,G,2016-01-02,1266
337,FLUSHING AV,G,2016-01-03,1310
338,FLUSHING AV,G,2016-01-04,2866
339,FLUSHING AV,G,2016-01-05,2745
340,FLUSHING AV,G,2016-01-06,2949
341,FLUSHING AV,G,2016-01-07,2804
342,FLUSHING AV,G,2016-01-08,2678
343,B'WAY-LAFAYETTE,BDFQ6,2016-01-02,15413
344,B'WAY-LAFAYETTE,BDFQ6,2016-01-03,11587
345,B'WAY-LAFAYETTE,BDFQ6,2016-01-04,21655
346,B'WAY-LAFAYETTE,BDFQ6,2016-01-05,22153
347,B'WAY-LAFAYETTE,BDFQ6,2016-01-06,23115
348,B'WAY-LAFAYETTE,BDFQ6,2016-01-07,23537
349,B'WAY-LAFAYETTE,BDFQ6,2016-01-08,19846
350,CYPRESS HILLS,J,2016-01-02,737
351,CYPRESS HILLS,J,2016-01-03,589
352,CYPRESS HILLS,J,2016-01-04,1445
353,CYPRESS HILLS,J,2016-01-05,1123
354,CYPRESS HILLS,J,2016-01-06,1466
355,CYPRESS HILLS,J,2016-01-07,1399
356,CYPRESS HILLS,J,2016-01-08,1408
357,77 ST,6,2016-01-02,6042
358,77 ST,6,2016-01-03,4583
359,77 ST,6,2016-01-04,34866
360,77 ST,6,2016-01-05,36433
361,77 ST,6,2016-01-06,37685
362,77 ST,6,2016-01-07,37685
363,77 ST,6,2016-01-08,29088
364,BEDFORD AV,L,2016-01-02,23883
365,BEDFORD AV,L,2016-01-03,17191
366,BEDFORD AV,L,2016-01-04,22410
367,BEDFORD AV,L,2016-01-05,22739
368,BEDFORD AV,L,2016-01-06,24499
369,BEDFORD AV,L,2016-01-07,25481
370,BEDFORD AV,L,2016-01-08,26090
371,METS-WILLETS PT,7,2016-01-02,1157
372,METS-WILLETS PT,7,2016-01-03,1050
373,METS-WILLETS PT,7,2016-01-04,2068
374,METS-WILLETS PT,7,2016-01-05,1989
375,METS-WILLETS PT,7,2016-01-06,2171
376,METS-WILLETS PT,7,2016-01-07,2448
377,METS-WILLETS PT,7,2016-01-08,1959
378,FAR ROCKAWAY,A,2016-01-02,2764
379,FAR ROCKAWAY,A,2016-01-03,2207
380,FAR ROCKAWAY,A,2016-01-04,4845
381,FAR ROCKAWAY,A,2016-01-05,4803
382,FAR ROCKAWAY,A,2016-01-06,5112
383,FAR ROCKAWAY,A,2016-01-07,5219
384,FAR ROCKAWAY,A,2016-01-08,5180
385,CANARSIE-ROCKAW,L,2016-01-02,6178
386,CANARSIE-ROCKAW,L,2016-01-03,4990
387,CANARSIE-ROCKAW,L,2016-01-04,13058
388,CANARSIE-ROCKAW,L,2016-01-05,12635
389,CANARSIE-ROCKAW,L,2016-01-06,13516
390,CANARSIE-ROCKAW,L,2016-01-07,13895
391,CANARSIE-ROCKAW,L,2016-01-08,13023
392,175 ST,A,2016-01-02,7907
393,175 ST,A,2016-01-03,6184
394,175 ST,A,2016-01-04,11929
395,175 ST,A,2016-01-05,12450
396,175 ST,A,2016-01-06,12972
397,175 ST,A,2016-01-07,13189
398,175 ST,A,2016-01-08,13340
399,LAFAYETTE AV,C,2016-01-02,3591
400,LAFAYETTE AV,C,2016-01-03,2896
401,LAFAYETTE AV,C,2016-01-04,4916
402,LAFAYETTE AV,C,2016-01-05,4560
403,LAFAYETTE AV,C,2016-01-06,5085
404,LAFAYETTE AV,C,2016-01-07,4992
405,LAFAYETTE AV,C,2016-01-08,4431
406,CANAL ST,ACE,2016-01-02,8049
407,CANAL ST,ACE,2016-01-03,5911
408,CANAL ST,ACE,2016-01-04,18515
409,CANAL ST,ACE,2016-01-05,19066
410,CANAL ST,ACE,2016-01-06,19727
411,CANAL ST,ACE,2016-01-07,20079
412,CANAL ST,ACE,2016-01-08,18925
413,4AV-9 ST,DFGMNR,2016-01-02,5612
414,4AV-9 ST,DFGMNR,2016-01-03,4224
415,4AV-9 ST,DFGMNR,2016-01-04,9042
416,4AV-9 ST,DFGMNR,2016-01-05,9114
417,4AV-9 ST,DFGMNR,2016-01-06,9467
418,4AV-9 ST,DFGMNR,2016-01-07,9551
419,4AV-9 ST,DFGMNR,2016-01-08,9444
420,HOWARD BCH JFK,A,2016-01-02,2702
421,HOWARD BCH JFK,A,2016-01-03,2894
422,HOWARD BCH JFK,A,2016-01-04,4961
423,HOWARD BCH JFK,A,2016-01-05,4590
424,HOWARD BCH JFK,A,2016-01-06,4702
425,HOWARD BCH JFK,A,2016-01-07,4574
426,HOWARD BCH JFK,A,2016-01-08,3928
427,EAST 105 ST,L,2016-01-02,1785
428,EAST 105 ST,L,2016-01-03,1456
429,EAST 105 ST,L,2016-01-04,4019
430,EAST 105 ST,L,2016-01-05,4116
431,EAST 105 ST,L,2016-01-06,4183
432,EAST 105 ST,L,2016-01-07,4339
433,EAST 105 ST,L,2016-01-08,4134
434,170 ST,BD,2016-01-02,4440
435,170 ST,BD,2016-01-03,3764
436,170 ST,BD,2016-01-04,7047
437,170 ST,BD,2016-01-05,6722
438,170 ST,BD,2016-01-06,2187
439,BOROUGH HALL,2345R,2016-01-02,11878
440,BOROUGH HALL,2345R,2016-01-03,8799
441,BOROUGH HALL,2345R,2016-01-04,34317
442,BOROUGH HALL,2345R,2016-01-05,34798
443,BOROUGH HALL,2345R,2016-01-06,37110
444,BOROUGH HALL,2345R,2016-01-07,36639
445,BOROUGH HALL,2345R,2016-01-08,35087
446,135 ST,23,2016-01-02,9764
447,135 ST,23,2016-01-03,8415
448,135 ST,23,2016-01-04,14855
449,135 ST,23,2016-01-05,15052
450,135 ST,23,2016-01-06,16257
451,135 ST,23,2016-01-07,16059
452,135 ST,23,2016-01-08,16035
453,WOODHAVEN BLVD,JZ,2016-01-02,2871
454,WOODHAVEN BLVD,JZ,2016-01-03,2324
455,WOODHAVEN BLVD,JZ,2016-01-04,4798
456,WOODHAVEN BLVD,JZ,2016-01-05,3670
457,WOODHAVEN BLVD,JZ,2016-01-06,4979
458,WOODHAVEN BLVD,JZ,2016-01-07,4844
459,WOODHAVEN BLVD,JZ,2016-01-08,4947
460,KINGSBRIDGE RD,4,2016-01-02,5266
461,KINGSBRIDGE RD,4,2016-01-03,4523
462,KINGSBRIDGE RD,4,2016-01-04,9304
463,KINGSBRIDGE RD,4,2016-01-05,9134
464,KINGSBRIDGE RD,4,2016-01-06,9800
465,KINGSBRIDGE RD,4,2016-01-07,9805
466,KINGSBRIDGE RD,4,2016-01-08,9182
467,ROOSEVELT ISLND,F,2016-01-02,3877
468,ROOSEVELT ISLND,F,2016-01-03,3431
469,ROOSEVELT ISLND,F,2016-01-04,5682
470,ROOSEVELT ISLND,F,2016-01-05,5842
471,ROOSEVELT ISLND,F,2016-01-06,6104
472,ROOSEVELT ISLND,F,2016-01-07,5983
473,ROOSEVELT ISLND,F,2016-01-08,6027
474,75 AV,EF,2016-01-02,947
475,75 AV,EF,2016-01-03,687
476,75 AV,EF,2016-01-04,3549
477,75 AV,EF,2016-01-05,3701
478,75 AV,EF,2016-01-06,3730
479,75 AV,EF,2016-01-07,3840
480,75 AV,EF,2016-01-08,3729
481,137 ST CITY COL,1,2016-01-02,8317
482,137 ST CITY COL,1,2016-01-03,6846
483,137 ST CITY COL,1,2016-01-04,12589
484,137 ST CITY COL,1,2016-01-05,12699
485,137 ST CITY COL,1,2016-01-06,13247
486,137 ST CITY COL,1,2016-01-07,13255
487,137 ST CITY COL,1,2016-01-08,12568
488,GRAHAM AV,L,2016-01-02,6309
489,GRAHAM AV,L,2016-01-03,4702
490,GRAHAM AV,L,2016-01-04,9919
491,GRAHAM AV,L,2016-01-05,10164
492,GRAHAM AV,L,2016-01-06,10369
493,GRAHAM AV,L,2016-01-07,10642
494,GRAHAM AV,L,2016-01-08,10871
495,FLUSHING AV,JM,2016-01-02,5624
496,FLUSHING AV,JM,2016-01-03,4415
497,FLUSHING AV,JM,2016-01-04,9382
498,FLUSHING AV,JM,2016-01-05,8901
499,FLUSHING AV,JM,2016-01-06,9463
500,FLUSHING AV,JM,2016-01-07,9465
501,FLUSHING AV,JM,2016-01-08,8880
502,HOYT ST,23,2016-01-02,4318
503,HOYT ST,23,2016-01-03,3450
504,HOYT ST,23,2016-01-04,7785
505,HOYT ST,23,2016-01-05,7485
506,HOYT ST,23,2016-01-06,7942
507,HOYT ST,23,2016-01-07,7723
508,HOYT ST,23,2016-01-08,7734
509,50 ST,D,2016-01-02,1309
510,50 ST,D,2016-01-03,1614
511,50 ST,D,2016-01-04,3294
512,50 ST,D,2016-01-05,3196
513,50 ST,D,2016-01-06,3496
514,50 ST,D,2016-01-07,3481
515,50 ST,D,2016-01-08,3053
516,INTERVALE AV,25,2016-01-02,1755
517,INTERVALE AV,25,2016-01-03,1418
518,INTERVALE AV,25,2016-01-04,3365
519,INTERVALE AV,25,2016-01-05,3243
520,INTERVALE AV,25,2016-01-06,3647
521,INTERVALE AV,25,2016-01-07,3631
522,INTERVALE AV,25,2016-01-08,3448
523,21 ST,G,2016-01-02,983
524,21 ST,G,2016-01-03,960
525,21 ST,G,2016-01-04,1905
526,21 ST,G,2016-01-05,1514
527,21 ST,G,2016-01-06,1655
528,21 ST,G,2016-01-07,1700
529,21 ST,G,2016-01-08,1542
530,CATHEDRAL PKWY,BC,2016-01-02,4336
531,CATHEDRAL PKWY,BC,2016-01-03,3694
532,CATHEDRAL PKWY,BC,2016-01-04,6790
533,CATHEDRAL PKWY,BC,2016-01-05,6973
534,CATHEDRAL PKWY,BC,2016-01-06,7221
535,CATHEDRAL PKWY,BC,2016-01-07,7193
536,CATHEDRAL PKWY,BC,2016-01-08,6809
537,174 ST,25,2016-01-02,3821
538,174 ST,25,2016-01-03,3066
539,174 ST,25,2016-01-04,6221
540,174 ST,25,2016-01-05,5877
541,174 ST,25,2016-01-06,6374
542,174 ST,25,2016-01-07,6555
543,174 ST,25,2016-01-08,7762
544,PROSPECT AV,25,2016-01-02,4465
545,PROSPECT AV,25,2016-01-03,3673
546,PROSPECT AV,25,2016-01-04,8075
547,PROSPECT AV,25,2016-01-05,7865
548,PROSPECT AV,25,2016-01-06,8277
549,PROSPECT AV,25,2016-01-07,8278
550,PROSPECT AV,25,2016-01-08,7929
551,PROSPECT PARK,BQS,2016-01-02,6406
552,PROSPECT PARK,BQS,2016-01-03,5073
553,PROSPECT PARK,BQS,2016-01-04,9145
554,PROSPECT PARK,BQS,2016-01-05,9192
555,PROSPECT PARK,BQS,2016-01-06,9761
556,PROSPECT PARK,BQS,2016-01-07,9705
557,PROSPECT PARK,BQS,2016-01-08,9826
558,34 ST-PENN STA,123,2016-01-02,18203
559,34 ST-PENN STA,123,2016-01-03,13136
560,34 ST-PENN STA,123,2016-01-04,35274
561,34 ST-PENN STA,123,2016-01-05,37413
562,34 ST-PENN STA,123,2016-01-06,36958
563,34 ST-PENN STA,123,2016-01-07,36570
564,34 ST-PENN STA,123,2016-01-08,34152
565,TREMONT AV,BD,2016-01-02,5675
566,TREMONT AV,BD,2016-01-03,4723
567,TREMONT AV,BD,2016-01-04,9712
568,TREMONT AV,BD,2016-01-05,9643
569,TREMONT AV,BD,2016-01-06,10072
570,TREMONT AV,BD,2016-01-07,10147
571,TREMONT AV,BD,2016-01-08,9873
572,E 149 ST,6,2016-01-02,2682
573,E 149 ST,6,2016-01-03,2288
574,E 149 ST,6,2016-01-04,4767
575,E 149 ST,6,2016-01-05,4810
576,E 149 ST,6,2016-01-06,5018
577,E 149 ST,6,2016-01-07,5017
578,E 149 ST,6,2016-01-08,4723
579,79 ST,D,2016-01-02,3374
580,79 ST,D,2016-01-03,2977
581,79 ST,D,2016-01-04,6947
582,79 ST,D,2016-01-05,6919
583,79 ST,D,2016-01-06,7177
584,79 ST,D,2016-01-07,7262
585,79 ST,D,2016-01-08,7089
586,110 ST,6,2016-01-02,5355
587,110 ST,6,2016-01-03,4133
